Id,LotArea,YearBuilt,YearRemodAdd,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,GarageArea,WoodDeckSF,OpenPorchSF,GarageAge,HouseAge,Total_area,Has_fireplace,Total_Bath,price,MSZoning,Alley,LotShape,LandContour,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,HeatingQC,CentralAir,Electrical,KitchenQual,FireplaceQu,GarageType,GarageFinish,PavedDrive,PoolQC,Fence,SaleType,SaleCondition,MSSubClass,OverallQual,OverallCond,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageCars
75,5790,1915,1950,0,840,840,765,1605,379,0,0,95.0,95,7774.0,0,2,107400,RM,No value,Reg,Lvl,1Fam,2Story,Gambrel,VinylSd,VinylSd,None,Gd,CBlock,Fa,TA,No,Unf,Gd,N,SBrkr,TA,No value,Detchd,Unf,Y,No value,No value,WD,Normal,50,3,6,0,2,0,3,8,0,1
76,1596,1973,1973,462,462,526,462,988,297,120,101,36.0,36,2881.0,0,1,91000,RM,No value,Reg,Lvl,Twnhs,SLvl,Gable,CemntBd,CmentBd,None,TA,CBlock,Gd,TA,Gd,GLQ,TA,Y,SBrkr,TA,No value,BuiltIn,Unf,Y,No value,GdWo,WD,Normal,180,4,5,1,1,0,2,5,0,1
77,8475,1956,1956,228,952,952,0,952,283,0,0,52.0,52,9710.0,0,1,135750,RL,No value,IR1,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,CBlock,TA,TA,No,ALQ,Ex,Y,FuseA,TA,No value,Detchd,Unf,Y,No value,No value,WD,Normal,20,4,7,0,1,0,2,4,0,1
78,8635,1948,2001,336,672,1072,213,1285,240,0,0,60.0,60,10160.0,0,1,127000,RM,No value,Reg,Lvl,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,TA,No,BLQ,TA,Y,SBrkr,TA,No value,Detchd,Unf,Y,No value,MnPrv,WD,Normal,50,5,5,1,1,0,2,6,0,1
79,10778,1968,1968,0,1768,1768,0,1768,0,0,0,,42,12546.0,0,2,136500,RL,No value,Reg,Lvl,Duplex,1Story,Hip,HdBoard,HdBoard,None,TA,CBlock,TA,TA,No,Unf,TA,N,SBrkr,TA,No value,No value,No value,Y,No value,No value,WD,Normal,90,4,5,0,2,0,4,8,0,0
80,10440,1910,1981,0,440,682,548,1230,440,74,0,43.0,99,12110.0,0,2,110000,RM,Grvl,Reg,Lvl,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,None,TA,PConc,TA,TA,No,Unf,Gd,Y,SBrkr,TA,No value,Detchd,Unf,Y,No value,MnPrv,WD,Normal,50,5,6,0,1,1,2,5,0,2
81,13000,1968,1968,448,896,1182,960,2142,509,0,72,41.0,41,16227.0,1,3,193500,RL,No value,Reg,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,TA,CBlock,Gd,TA,No,Rec,TA,Y,SBrkr,Gd,Gd,Attchd,Fin,Y,No value,No value,WD,Normal,60,6,6,0,2,1,4,8,1,1
82,4500,1998,1998,1201,1237,1337,0,1337,405,0,199,8.0,8,6685.0,0,2,153500,RM,No value,Reg,Lvl,TwnhsE,1Story,Hip,VinylSd,VinylSd,BrkFace,TA,PConc,Ex,Gd,No,GLQ,Ex,Y,SBrkr,TA,No value,Attchd,Fin,Y,No value,No value,WD,Normal,120,6,5,1,2,0,2,5,0,2
83,10206,2007,2007,33,1563,1563,0,1563,758,144,99,1.0,1,12995.0,1,2,245000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,Gd,Attchd,RFn,Y,No value,No value,WD,Normal,20,8,5,0,2,0,3,6,1,3
84,8892,1960,1960,0,1065,1065,0,1065,461,74,0,33.0,47,10484.0,0,2,126500,RL,No value,IR1,Lvl,1Fam,1Story,Gable,MetalSd,MetalSd,BrkCmn,TA,CBlock,TA,TA,No,Unf,Gd,Y,SBrkr,TA,No value,Detchd,Unf,Y,No value,No value,COD,Normal,20,5,5,0,1,1,3,6,0,2
85,8530,1995,1996,0,384,804,670,1474,400,120,72,14.0,14,10426.0,1,3,168500,RL,No value,IR1,Lvl,1Fam,SLvl,Gable,HdBoard,HdBoard,BrkFace,TA,PConc,Gd,TA,No,Unf,Gd,Y,SBrkr,TA,TA,BuiltIn,Fin,Y,No value,No value,WD,Normal,80,7,5,0,2,1,3,7,1,2
86,16059,1991,1992,0,1288,1301,1116,2417,462,127,82,15.0,15,19222.0,1,3,260000,RL,No value,Reg,Lvl,1Fam,2Story,Hip,HdBoard,HdBoard,BrkFace,Gd,CBlock,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,TA,Attchd,Unf,Y,No value,No value,WD,Normal,60,8,5,0,2,1,4,9,1,2
87,11911,2005,2005,0,684,684,876,1560,400,100,38,4.0,4,13871.0,1,3,174000,RL,No value,IR2,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,Av,Unf,Ex,Y,SBrkr,Gd,Gd,BuiltIn,Fin,Y,No value,No value,WD,Normal,60,6,5,0,2,1,3,6,1,2
88,3951,2009,2009,0,612,612,612,1224,528,0,234,0.0,0,5779.0,0,3,164500,FV,Pave,Reg,Lvl,TwnhsE,2Story,Gable,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,Av,Unf,Ex,Y,SBrkr,Gd,No value,Detchd,RFn,Y,No value,No value,New,Partial,160,6,5,0,2,1,2,4,0,2
89,8470,1915,1982,0,1013,1013,0,1526,0,0,0,,94,9996.0,0,1,85000,C (all),No value,IR1,Lvl,1Fam,1.5Fin,Hip,Plywood,Plywood,None,Fa,CBlock,TA,Fa,No,Unf,TA,N,SBrkr,Fa,No value,No value,No value,N,No value,MnPrv,ConLD,Abnorml,50,3,2,0,1,0,2,6,0,0
90,8070,1994,1995,588,990,990,0,990,0,0,0,,13,9060.0,0,1,123600,RL,No value,Reg,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,TA,No value,No value,No value,Y,No value,No value,WD,Normal,20,4,5,1,1,0,3,5,0,0
91,7200,1950,1950,0,0,1040,0,1040,420,0,29,56.0,56,8660.0,0,1,109900,RL,No value,Reg,Lvl,1Fam,1Story,Gable,BrkFace,Wd Sdng,None,TA,Slab,No value,No value,No value,No value,TA,Y,FuseA,TA,No value,Detchd,Unf,Y,No value,No value,WD,Normal,20,4,5,0,1,0,2,4,0,2
92,8500,1961,1961,600,1235,1235,0,1235,480,0,0,45.0,45,10418.0,0,1,98600,RL,No value,Reg,Lvl,1Fam,1Story,Hip,HdBoard,HdBoard,BrkCmn,TA,CBlock,TA,TA,No,Rec,TA,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,GdWo,WD,Abnorml,20,5,3,0,1,0,2,6,0,2
93,13360,1921,2006,713,876,964,0,964,432,0,0,88.0,88,14756.0,0,1,163500,RL,Grvl,IR1,HLS,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,BrkTil,Gd,TA,No,ALQ,Ex,Y,SBrkr,TA,No value,Detchd,Unf,Y,No value,No value,WD,Normal,30,5,7,1,1,0,2,5,0,2
94,7200,1910,1998,1046,1214,1260,1031,2291,506,0,0,107.0,97,9997.0,1,2,133900,C (all),No value,Reg,Lvl,2fmCon,2.5Unf,Hip,MetalSd,MetalSd,None,TA,BrkTil,TA,Fa,Mn,Rec,Ex,N,SBrkr,TA,Gd,Detchd,Unf,Y,No value,No value,WD,Normal,190,6,6,0,2,0,4,9,1,2
95,9337,1997,1997,648,824,905,881,1786,684,0,162,10.0,10,11807.0,0,3,204750,RL,No value,IR1,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,No value,Attchd,RFn,Y,No value,No value,WD,Normal,60,6,5,1,2,1,3,7,0,2
96,9765,1993,1993,310,680,680,790,1470,420,232,63,16.0,16,11723.0,1,3,185000,RL,No value,IR2,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Ex,PConc,Gd,Gd,No,ALQ,Gd,Y,SBrkr,TA,TA,BuiltIn,Fin,Y,No value,No value,WD,Normal,60,6,8,0,2,1,3,6,1,2
97,10264,1999,1999,1162,1588,1588,0,1588,472,158,29,7.0,7,12507.0,0,2,214000,RL,No value,IR1,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Av,ALQ,Ex,Y,SBrkr,Gd,No value,Attchd,RFn,Y,No value,No value,WD,Normal,20,7,5,0,2,0,3,6,0,2
98,10921,1965,1965,520,960,960,0,960,432,120,0,42.0,42,12361.0,0,1,94750,RL,No value,Reg,HLS,1Fam,1Story,Hip,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,No,Rec,TA,Y,FuseF,TA,No value,Attchd,Fin,P,No value,No value,WD,Normal,20,4,5,1,1,0,3,6,0,1
99,10625,1920,1950,108,458,835,0,835,366,0,0,90.0,90,11826.0,0,1,83000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,TA,No,ALQ,Fa,N,SBrkr,TA,No value,Basment,Unf,Y,No value,No value,COD,Abnorml,30,5,5,0,1,0,2,5,0,1
100,9320,1959,1959,569,950,1225,0,1225,0,352,0,,51,10545.0,0,2,128950,RL,No value,IR1,Lvl,1Fam,1Story,Gable,Plywood,Plywood,None,TA,CBlock,TA,TA,No,ALQ,Fa,Y,SBrkr,TA,No value,No value,No value,Y,No value,No value,WD,Normal,20,4,5,1,1,1,3,6,0,0
101,10603,1977,2001,1200,1610,1610,0,1610,480,168,68,33.0,33,12721.0,1,2,205000,RL,No value,IR1,Lvl,1Fam,1Story,Gable,Plywood,Plywood,BrkFace,TA,PConc,TA,TA,Mn,ALQ,Gd,Y,SBrkr,Gd,TA,Attchd,RFn,Y,No value,No value,WD,Normal,20,6,7,1,2,0,3,6,2,2
102,9206,1985,1985,0,741,977,755,1732,476,192,46,25.0,25,11750.0,1,3,178000,RL,No value,Reg,Lvl,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,Gd,CBlock,Gd,TA,No,Unf,TA,Y,SBrkr,Gd,TA,Attchd,Fin,Y,No value,No value,WD,Normal,60,6,5,0,2,1,3,7,1,2
103,7018,1979,1979,0,0,1535,0,1535,410,0,0,30.0,30,8963.0,0,2,118964,RL,No value,Reg,Bnk,Duplex,1Story,Gable,HdBoard,HdBoard,None,TA,Slab,No value,No value,No value,No value,TA,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,No value,WD,other,90,5,5,0,2,0,4,8,0,2
104,10402,2009,2009,0,1226,1226,0,1226,740,0,36,1.0,1,12368.0,0,2,198900,RL,No value,IR1,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,No value,Attchd,RFn,Y,No value,No value,WD,Normal,20,7,5,0,2,0,3,6,0,3
105,7758,1931,1950,224,1040,1226,592,1818,240,0,0,56.0,76,10416.0,1,2,169500,RM,No value,Reg,Lvl,1Fam,1.5Fin,Gable,Stucco,Stucco,BrkFace,TA,PConc,TA,TA,No,LwQ,Ex,Y,FuseF,TA,TA,Detchd,Unf,Y,No value,No value,WD,Normal,50,7,4,0,1,1,4,7,2,1
106,9375,2003,2004,0,1053,1053,939,1992,648,140,45,5.0,5,12783.0,1,3,250000,FV,No value,Reg,Lvl,1Fam,2Story,Hip,VinylSd,VinylSd,BrkFace,Gd,PConc,Ex,TA,No,Unf,Ex,Y,SBrkr,Gd,Gd,Attchd,RFn,Y,No value,No value,WD,Normal,60,8,5,0,2,1,3,9,1,2
107,10800,1885,1995,0,641,1047,0,1047,273,0,0,53.0,122,12120.0,0,1,100000,RM,Grvl,Reg,Lvl,1Fam,1Story,Mansard,VinylSd,VinylSd,None,TA,BrkTil,Fa,TA,No,Unf,Gd,Y,SBrkr,TA,No value,Detchd,Unf,N,No value,No value,WD,Normal,30,4,7,0,1,0,2,6,0,1
108,6000,1948,1950,104,789,789,0,789,250,0,0,60.0,60,7039.0,0,1,115000,RM,No value,Reg,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,CBlock,TA,TA,No,ALQ,Ex,Y,SBrkr,TA,No value,Detchd,Unf,Y,No value,No value,WD,Partial,20,5,5,0,1,0,2,5,0,1
109,8500,1919,2005,0,793,997,520,1517,0,0,0,,88,10017.0,0,2,115000,RM,No value,Reg,Lvl,1Fam,1.5Fin,Gable,CemntBd,CmentBd,None,TA,CBlock,TA,TA,No,Unf,TA,N,FuseF,Fa,No value,No value,No value,N,No value,No value,WD,Normal,50,5,7,0,2,0,3,7,0,0
110,11751,1977,1977,705,1844,1844,0,1844,546,0,122,33.0,33,14621.0,1,2,190000,RL,No value,IR1,Lvl,1Fam,1Story,Hip,Plywood,Plywood,BrkFace,TA,CBlock,Gd,TA,No,BLQ,Ex,Y,SBrkr,TA,TA,Attchd,RFn,Y,No value,MnPrv,COD,Normal,20,6,6,0,2,0,3,7,1,2
111,9525,1954,1972,444,994,1216,639,1855,325,182,0,52.0,52,11705.0,0,2,136900,RL,No value,Reg,Lvl,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,Fa,No,Rec,Gd,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,No value,WD,Normal,50,6,4,0,2,0,4,7,0,1
112,7750,2000,2000,250,384,774,656,1430,400,180,0,10.0,10,9580.0,1,3,180000,RL,No value,IR1,Lvl,1Fam,SLvl,Gable,VinylSd,VinylSd,None,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,TA,TA,BuiltIn,Fin,Y,No value,No value,WD,Normal,80,7,5,0,2,1,3,7,1,2
113,9965,2007,2007,984,1264,1282,1414,2696,792,120,184,0.0,0,13673.0,1,3,383970,RL,No value,Reg,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,Stone,Gd,PConc,Ex,TA,Av,GLQ,Ex,Y,SBrkr,Ex,Gd,BuiltIn,Fin,Y,No value,No value,New,Partial,60,7,5,1,2,1,4,10,1,3
114,21000,1953,1953,35,1809,2259,0,2259,450,166,120,54.0,54,23893.0,1,2,217000,RL,No value,Reg,Bnk,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,Gd,TA,Mn,ALQ,TA,Y,SBrkr,Gd,Gd,Basment,Unf,Y,No value,MnPrv,COD,Abnorml,20,6,5,1,2,0,3,7,2,2
115,7259,1945,2002,774,1028,1436,884,2320,180,224,0,62.0,62,9759.0,1,3,259500,RL,No value,IR1,Lvl,1Fam,2Story,Gambrel,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,TA,No,ALQ,Ex,Y,SBrkr,Gd,TA,Detchd,Unf,Y,No value,MnPrv,WD,Normal,70,6,8,1,2,1,3,9,1,1
116,3230,1999,1999,419,729,729,729,1458,440,0,32,8.0,8,6257.0,1,3,176000,FV,Pave,Reg,Lvl,TwnhsE,2Story,Gable,MetalSd,MetalSd,BrkFace,TA,PConc,Gd,TA,No,GLQ,Gd,Y,SBrkr,TA,Fa,Detchd,Unf,Y,No value,No value,WD,Normal,160,6,5,0,2,1,2,5,1,2
117,11616,1962,1962,170,1092,1092,0,1092,288,0,20,47.0,47,13112.0,1,1,139000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,CBlock,TA,TA,No,LwQ,TA,Y,SBrkr,TA,Po,Attchd,Unf,Y,No value,No value,WD,Normal,20,5,5,0,1,0,3,6,1,1
118,8536,2006,2007,0,1125,1125,0,1125,430,80,64,0.0,1,10091.0,0,2,155000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,PConc,Gd,TA,No,Unf,Gd,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,No value,New,Partial,20,5,5,0,1,1,2,5,0,2
119,12376,1990,1990,1470,1673,1699,1523,3222,594,367,0,20.0,20,16192.0,1,3,320000,RL,No value,Reg,Lvl,1Fam,2Story,Hip,Plywood,Plywood,None,TA,PConc,Gd,TA,Mn,GLQ,Gd,Y,SBrkr,Gd,TA,Attchd,Unf,Y,No value,No value,WD,Normal,60,7,5,1,3,0,5,11,2,3
120,8461,2005,2006,0,728,728,728,1456,390,0,24,1.0,1,10307.0,1,3,163990,RL,No value,Reg,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,Gd,Attchd,Fin,Y,No value,No value,New,Partial,60,6,5,0,2,1,3,8,1,2
121,21453,1969,1969,938,938,988,0,988,540,0,130,37.0,37,22981.0,1,1,180000,RL,No value,IR1,Low,1Fam,SLvl,Flat,Plywood,Plywood,None,TA,CBlock,TA,TA,Gd,ALQ,Ex,Y,SBrkr,TA,TA,Attchd,Unf,Y,No value,No value,WD,Normal,80,6,5,1,1,0,1,4,2,2
122,6060,1939,1950,0,732,772,351,1123,264,0,0,28.0,68,7447.0,0,1,100000,RM,No value,Reg,Lvl,1Fam,1.5Fin,Gable,AsbShng,AsbShng,None,TA,PConc,TA,TA,No,Unf,Gd,Y,SBrkr,TA,No value,Detchd,Unf,P,No value,MnPrv,WD,Normal,50,4,5,0,1,0,3,4,0,1
123,9464,1958,1958,570,1080,1080,0,1080,288,0,0,50.0,50,10967.0,0,1,136000,RL,No value,Reg,Lvl,1Fam,1Story,Hip,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,TA,No,BLQ,Gd,Y,SBrkr,TA,No value,Attchd,Unf,Y,No value,No value,WD,Normal,20,6,7,0,1,0,3,5,0,1
124,7892,1993,1993,300,1199,1199,0,1199,530,0,63,15.0,15,9621.0,0,2,153900,RL,No value,Reg,Lvl,TwnhsE,1Story,Gable,Plywood,Plywood,None,Gd,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,No value,Attchd,RFn,Y,No value,No value,WD,Normal,120,6,5,0,2,0,2,5,0,2
125,17043,1979,1998,0,1362,1586,0,1586,435,192,0,30.0,30,19064.0,1,2,181000,RL,No value,IR1,Lvl,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,CBlock,Gd,Fa,No,Unf,TA,Y,SBrkr,TA,TA,Attchd,Unf,Y,No value,No value,WD,Normal,20,6,5,0,2,0,3,7,1,2
126,6780,1935,1982,490,520,520,0,754,0,53,0,,71,7534.0,0,1,84500,RM,No value,Reg,Lvl,2fmCon,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,CBlock,TA,TA,Av,GLQ,Gd,N,SBrkr,TA,No value,No value,No value,N,No value,No value,WD,Normal,190,6,8,1,1,0,2,5,0,0
127,4928,1976,1976,120,1078,958,0,958,440,0,205,30.0,31,6326.0,1,2,128000,RL,No value,IR1,Lvl,TwnhsE,1Story,Gable,Plywood,Plywood,None,TA,CBlock,Gd,TA,No,ALQ,TA,Y,SBrkr,TA,TA,Attchd,RFn,Y,No value,No value,WD,Normal,120,6,5,0,2,0,2,5,1,2
128,4388,1930,1950,116,672,840,0,840,0,0,0,,77,5228.0,1,1,87000,RM,No value,IR1,Bnk,1Fam,1.5Unf,Gable,WdShing,Wd Sdng,None,TA,BrkTil,TA,TA,No,LwQ,Ex,Y,SBrkr,TA,TA,No value,No value,N,No value,No value,WD,Normal,45,5,7,0,1,0,3,5,1,0
129,7590,1966,1966,512,660,660,688,1348,453,188,108,40.0,40,9657.0,1,2,155000,RL,No value,Reg,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,TA,CBlock,TA,TA,No,BLQ,TA,Y,SBrkr,TA,Fa,Attchd,RFn,Y,No value,No value,WD,Normal,60,6,5,0,1,1,3,6,1,2
130,8973,1958,1991,567,1008,1053,0,1053,750,0,80,8.0,48,10861.0,0,2,150000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,Plywood,Plywood,BrkFace,TA,CBlock,TA,TA,No,Rec,TA,Y,FuseA,Ex,No value,2Types,RFn,Y,No value,MnWw,WD,Abnorml,20,5,7,0,1,1,3,6,0,2
131,14200,1966,1966,445,924,1216,941,2157,487,105,66,40.0,40,17153.0,1,3,226000,RL,No value,Reg,Lvl,1Fam,2Story,Gable,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,TA,No,Rec,Ex,Y,SBrkr,Gd,Gd,Attchd,Fin,Y,No value,GdPrv,WD,Normal,60,7,6,0,2,1,4,8,2,2
132,12224,2000,2000,695,992,1022,1032,2054,390,24,48,9.0,9,14708.0,1,3,244000,RL,No value,IR1,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,TA,BuiltIn,RFn,Y,No value,No value,WD,Normal,60,6,5,1,2,1,3,7,1,2
133,7388,1959,2002,405,1063,1327,0,1327,624,0,0,33.0,48,9339.0,0,1,150750,RL,No value,Reg,Lvl,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,CBlock,TA,TA,No,Rec,Gd,Y,SBrkr,Gd,No value,Detchd,Unf,Y,No value,No value,WD,Normal,20,5,6,1,1,0,3,7,0,2
134,6853,2001,2002,1005,1267,1296,0,1296,471,192,25,8.0,8,8756.0,0,2,220000,RL,No value,IR1,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,PConc,Ex,TA,No,GLQ,Ex,Y,SBrkr,Gd,No value,Attchd,Fin,Y,No value,No value,WD,Normal,20,8,5,1,2,0,2,6,0,2
135,10335,1968,1993,570,1461,1721,0,1721,440,0,96,38.0,38,12496.0,1,3,180000,RL,No value,IR1,Lvl,1Fam,1Story,Gable,Plywood,Plywood,None,TA,CBlock,TA,TA,No,Rec,Gd,Y,SBrkr,TA,TA,Attchd,RFn,Y,No value,MnPrv,WD,Normal,20,5,6,0,2,1,3,7,1,2
136,10400,1970,1970,0,1304,1682,0,1682,530,98,0,38.0,38,12900.0,1,2,174000,RL,No value,Reg,Lvl,1Fam,1Story,Hip,Plywood,Plywood,BrkFace,TA,PConc,TA,TA,No,Unf,Gd,Y,SBrkr,TA,Gd,Attchd,Unf,Y,No value,MnPrv,WD,Normal,20,7,6,0,2,0,3,7,1,2
137,10355,1967,1967,695,1214,1214,0,1214,318,0,111,40.0,40,12083.0,1,2,143000,RL,No value,IR1,Lvl,1Fam,1Story,Gable,MetalSd,MetalSd,BrkFace,TA,CBlock,TA,TA,No,BLQ,TA,Y,SBrkr,TA,Fa,Attchd,RFn,Y,No value,No value,WD,Normal,20,5,5,0,2,0,3,5,1,1
138,11070,1988,1989,0,1907,1959,0,1959,766,0,0,17.0,18,13865.0,0,3,171000,RL,No value,Reg,Lvl,Duplex,1Story,Gable,VinylSd,VinylSd,BrkFace,TA,CBlock,TA,TA,No,Unf,Gd,Y,SBrkr,TA,No value,2Types,Unf,Y,No value,No value,WD,other,90,7,5,0,3,0,5,9,0,3
139,9066,1999,2000,668,1004,1004,848,1852,660,224,106,9.0,9,11898.0,1,3,230000,RL,No value,IR1,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Mn,GLQ,Ex,Y,SBrkr,Gd,TA,Attchd,Fin,Y,No value,GdPrv,WD,Normal,60,8,5,0,2,1,3,7,2,3
140,15426,1997,1997,821,928,928,836,1764,470,276,99,12.0,12,17660.0,0,3,231500,RL,No value,IR1,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,No value,Attchd,RFn,Y,No value,MnPrv,WD,Normal,60,6,5,1,2,1,3,7,0,2
141,10500,1971,1971,432,864,864,0,864,0,0,0,,39,11364.0,1,1,115000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,CBlock,TA,TA,No,ALQ,TA,Y,SBrkr,TA,Po,No value,No value,Y,No value,No value,ConLI,Normal,20,4,5,0,1,0,3,5,1,0
142,11645,2005,2005,1300,1734,1734,0,1734,660,160,24,1.0,1,14039.0,0,2,260000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,PConc,Gd,TA,Av,GLQ,Ex,Y,SBrkr,Gd,No value,Attchd,Fin,Y,No value,No value,WD,Normal,20,7,5,1,2,0,3,7,0,2
143,8520,1952,1952,507,910,910,475,1385,720,0,0,10.0,58,10625.0,0,2,166000,RL,No value,Reg,Lvl,1Fam,1.5Fin,Gable,BrkFace,Wd Sdng,None,TA,CBlock,TA,TA,No,Rec,Fa,Y,SBrkr,TA,No value,Detchd,Unf,Y,No value,MnPrv,WD,Normal,50,5,4,0,2,0,4,6,0,2
144,10335,1999,1999,679,1490,1501,0,1501,577,144,29,10.0,10,12596.0,0,2,204000,RL,No value,IR1,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,Gd,GLQ,Ex,Y,SBrkr,Gd,No value,Attchd,RFn,Y,No value,No value,WD,Normal,20,7,5,1,2,0,3,6,0,2
145,9100,1963,1963,1332,1728,1728,0,1728,504,0,0,43.0,43,11668.0,0,2,125000,RM,No value,Reg,Lvl,Duplex,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,CBlock,TA,TA,No,Rec,TA,Y,SBrkr,TA,No value,Detchd,Unf,Y,No value,No value,ConLI,Abnorml,90,5,5,1,2,0,6,10,0,2
146,2522,2004,2006,0,970,970,739,1709,380,0,40,2.0,2,4661.0,0,2,130000,RM,No value,Reg,Lvl,Twnhs,2Story,Gable,VinylSd,VinylSd,Stone,Gd,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,No value,Detchd,Unf,Y,No value,No value,WD,Normal,160,6,5,0,2,0,3,7,0,2
147,6120,1931,1993,209,715,875,0,875,180,48,0,78.0,78,7175.0,0,1,105000,RM,No value,Reg,Lvl,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,BrkTil,TA,TA,No,BLQ,TA,Y,FuseA,TA,No value,Detchd,Unf,Y,No value,No value,WD,Normal,30,5,7,1,1,0,2,5,0,1
148,9505,2001,2001,0,884,884,1151,2035,434,144,48,9.0,9,12154.0,1,3,222500,RL,No value,IR1,Lvl,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,PConc,Gd,TA,No,Unf,Ex,Y,SBrkr,Gd,Gd,BuiltIn,Fin,Y,No value,No value,WD,Normal,60,7,5,0,2,1,3,8,1,2
149,7500,2004,2005,680,1080,1080,0,1080,0,0,0,,4,8700.0,0,1,141000,RL,No value,Reg,Lvl,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,TA,PConc,Gd,TA,No,GLQ,Ex,Y,SBrkr,Gd,No value,No value,No value,Y,No value,No value,WD,Normal,20,7,5,1,1,0,3,6,0,0
150,6240,1936,1950,0,896,896,448,1344,240,200,114,70.0,70,7824.0,0,1,115000,RM,No value,Reg,Lvl,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,BrkTil,Gd,TA,No,Unf,Gd,Y,FuseA,TA,No value,Detchd,Unf,Y,No value,No value,WD,Normal,50,5,4,0,1,0,3,7,0,1
